Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades (nº),Ar Cond,Direção Assistida,Combustível
EXTRA GRANDE,LEXUS,NX300H,2.5-16V,F-SPORT,CVT,S,E,G
EXTRA GRANDE,LEXUS,NX300H,2.5-16V,DYNAMIC,CVT,S,E,G
EXTRA GRANDE,LEXUS,LS500H,3.5-24V,L,CVT,S,E,G
EXTRA GRANDE,LEXUS,ES300H,2.5-16V,-,CVT,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,C200,1.5-16V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,C300,2.0-16V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,AMG C 43 4Matic,3.0-24V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,C180,1.6-16V,Coupé,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,C300,2.0-16V,Estate,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,E250,2.0-16V,Avantgarde,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,E250,2.0-16V,Exclusive,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,AMG E63S 4Matic+,4.0-32V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,S560 L,4.0-32V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,AMG S63L 4Matic,4.0-32V,,A-9,S,E,G
EXTRA GRANDE,MERCEDES-BENZ,Maybach S650,6.0-48V,,A-7,S,E,G
EXTRA GRANDE,TOYOTA,Camry,3.5-24V,XLE,A-8,S,E,G
EXTRA GRANDE,TOYOTA,RAV4 4X2,2.0-16V,2,0 4X2,CVT,S,E,G
EXTRA GRANDE,TOYOTA,RAV4 4X4,2.0-16V,4X4,CVT,S,E,G
EXTRA GRANDE,TOYOTA,RAV4 4X4,2.5-16V,4X4,A-6,S,E,G
EXTRA GRANDE,VOLVO,V60,2.0-16V,T5 Inscription,A-8,S,E,G
EXTRA GRANDE,VOLVO,V60,2.0-16V,T5 Momentum,A-8,S,E,G
EXTRA GRANDE,VOLVO,V60,2.0-16V,T5 R-Design,A-8,S,E,G
EXTRA GRANDE,VOLVO,S90,2.0-16V,T8 Inscription,A-8,S,E,G
EXTRA GRANDE,VOLVO,S90,2.0-16V,T8 R-Design,A-8,S,E,G
EXTRA GRANDE,VOLKSWAGEN,Passat,2.0-16V,Comfortline,DCT-6,S,E,G
EXTRA GRANDE,VOLKSWAGEN,Passat,2.0-16V,Highline,DCT-6,S,E,G
EXTRA GRANDE,VOLKSWAGEN,Tiguan,1.4-16V,Allspace 250 TSI,DCT-6,S,E,F
EXTRA GRANDE,VOLKSWAGEN,Tiguan,1.4-16V,Allspace Comfortline 250 TSI,DCT-6,S,E,F
EXTRA GRANDE,VOLKSWAGEN,Tiguan,2.0-16V,Allspace R-Line 350 TSI,DCT-7,S,E,G
EXTRA GRANDE,VOLKSWAGEN,Touareg V6,3.6-24V,,A-8,S,E-H,G
EXTRA GRANDE,VOLKSWAGEN,Touareg V8,4.2-32V,,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,DESERT,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,EXCLUSIVE,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,SPORT,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 ACT,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 LOOK,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 LUX,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 SMILE,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 AT ACT,A-4,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 AT EX,A-4,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 2,1.5-16V,1,5 AT LOOK,A-4,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 5X,1.5T-16V,T,DCT-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CAOA CHERY,Tiggo 5X,1.5T-16V,TXS,DCT-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4T-16V,LT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4T-16V,MIDNIGHT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CHEVROLET,Tracker (MY19),1.4T-16V,PREMIER,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6-16V,START MT,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6-16V,LIVE MT,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6-16V,SHINE AT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,Aircross,1.6-16V,LIVE AT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6-16V,Live,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6-16V,Feel,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6-16V,Shine A,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6-16V,Feel A,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,CITROËN,C4 Cactus,1.6 THP 16V Flex,Shine T,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Dobló,1.8-16V,ADVENTURE,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,FIAT,Weekend,1.8-16V,ADVENTURE,M-5,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5-12V,SE,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5-12V,FreeStyle,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5-12V,100 Anos,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5-12V,SE,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,1.5-12V,SE,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,2.0-16V,Titanium,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,FORD,EcoSport,2.0-16V,Storm 4WD,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR-V,1.8-16V,LX,M-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR-V,1.8-16V,LX,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR-V,1.8-16V,EX,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR-V,1.8-16V,EXL,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,HR-V,1.8-16V,EX,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,WR-V,1.5-16V,EX,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HONDA,WR-V,1.5-16V,EXL,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Tucson,2.0-16V,GLSB,A-4,S,H,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6-16V,Style,M-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6-16V,Style,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,HB20X,1.6-16V,Premium,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6-16V,Attitude,M-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6-16V,Pulse,M-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6-16V,Attitude,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6-16V,Pulse,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,1.6-16V,Smart,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,2.0-16V,Pulse,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,2.0-16V,Prestige,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,HYUNDAI,Creta,2.0-16V,Sport,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JAC,T40,1.6-16V,1,6 DVVT CVT,CVT,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO,JAC,T40,1.5-16V,1,5 JETFLEX,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JAC,T50,1.6-16V,1,6 DVVT CVT,CVT,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO,JEEP,Renegade,1.8-16V,SPORT,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JEEP,Renegade,1.8-16V,1,8,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JEEP,Renegade,1.8-16V,SPORT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JEEP,Renegade,1.8-16V,LONGITUDE,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,JEEP,Renegade,1.8-16V,LIMITED,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,KIA,New Soul,1.6-16V,EX2 1,6 FF AT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,KIA,New Soul,1.6-16V,LX2 1,6 FF AT,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,LIFAN,X60,1.8-16V,SR,M-5,S,H,G
UTILITÁRIO ESPORTIVO COMPACTO,LIFAN,X60,1.8-16V,1,8L TALENT,M-5,S,H,G
UTILITÁRIO ESPORTIVO COMPACTO,LIFAN,X60,1.8-16V,1,8L UNIQUE,M-5,S,H,G
UTILITÁRIO ESPORTIVO COMPACTO,LIFAN,X60,1.8-16V,1,8L VIP,M-5,S,H,G
UTILITÁRIO ESPORTIVO COMPACTO,LIFAN,X60,1.8-16V,1,8L VVT,M-5,S,H,G
UTILITÁRIO ESPORTIVO COMPACTO,MITSUBISHI,ASX,2.0-16V,2WD,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 S,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 S,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 SV,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 SL,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 S DRCT,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,NISSAN,Kicks,1.6-16V,16 UEFA CL,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,PEUGEOT,2008,1.6-16V,ALLURE MT,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,PEUGEOT,2008,1.6 THP 16V Flex,GRIFFE THPM,M-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,PEUGEOT,2008,1.6-16V,GRIFFE EAT6,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,PEUGEOT,2008,1.6-16V,ALLURE EAT6,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,PEUGEOT,2008,1.6-16V,CROSS EAT6,A-6,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,1.6-16V,Zen,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,1.6-16V,Intens,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,2.0-16V,Intens,A-4,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,2.0-16V,Dynamique (4X2),M-6,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Sandero Stepway,1.6-16V,Stepway,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Sandero Stepway,1.6-16V,Stepway,MTA-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,Dynamique SCE,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,Expression SCE,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,(4x2),M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,1.6-16V,Zen,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,1.6-16V,Intens,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,Dynamique CVT,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,Expression CVT,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Kwid,1.0-12V,Intens,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Kwid,1.0-12V,Life,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Kwid,1.0-12V,Zen,M-5,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,2.0-16V,Dynamique (4X2),A-4,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Duster,1.6-16V,16 A CVT,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Sandero Stepway,1.6-16V,Stepway EXP,M-5,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,RENAULT,Captur,1.6-16V,Life 16A,CVT,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO,SUZUKI,Vitara,1.6-16V,4ALL,A-6,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO,SUZUKI,Vitara,1.6-16V,4YOU,A-6,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO,SUZUKI,S-Cross,1.4-16V,4STYLE,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,CAOA CHERY,Tiggo 7,1.5T-16V,T,DCT-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,CAOA CHERY,Tiggo 7,1.5T-16V,TXS,DCT-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,CHEVROLET,Equinox (MY19),2.0T-16V,LT Gasolina 4x2,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,Santa Fé,3.3-24V,V6 7,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,iX35,2.0-16V,(roda aro 18"),A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,iX35,2.0-16V,GLS (roda aro 18"),A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,iX35,2.0-16V,GL (roda aro 17"),A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,iX35,2.0-16V,GLS (roda aro 17"),A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,Tucson Turbo,1.6-16V,GL (roda aro 18"),A-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,Tucson Turbo,1.6-16V,GLS (roda aro 18"),A-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,Tucson Turbo,1.6-16V,GLS (roda aro 17"),A-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,HYUNDAI,Tucson Turbo,1.6-16V,LTD (roda aro 18"),A-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,JEEP,Compass,2.0-16V,SPORT,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,JEEP,Compass,2.0-16V,LONGITUDE,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,JEEP,Compass,2.0-16V,LIMITED,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 EX4 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 EX4 G25,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 EX4 G27,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 LX4 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 LX4 G25,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,3.5-24V,3,5 LX4 G27,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,2.4-16V,2,4 EX3 G25,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,2.4-16V,2,4 EX3 G27,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,2.4-16V,2,4 LX3 G25,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sorento,2.4-16V,2,4 LX3 G27,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sportage,2.0-16V,EX2 FFG3,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,KIA,Sportage,2.0-16V,LX2 FFG3,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,MITSUBISHI,Outlander,2.0-16V,HPE,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,MITSUBISHI,Outlander,2.0-16V,GLS,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,MITSUBISHI,Eclipse Cross,1.5T-16V,HPE-S,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,PEUGEOT,3008,1.6 THP 16V,GRIFFE AT,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,PEUGEOT,5008,1.6 THP 16V,GRIFFE AT,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,SSANGYONG,Korando,2.2-16V,DLX,A-6,S,E,D
UTILITÁRIO ESPORTIVO GRANDE,SSANGYONG,Korando,2.2-16V,STD,A-6,S,E,D
UTILITÁRIO ESPORTIVO GRANDE,TOYOTA,SW4 Flex 4X2,2.7-16V,SR,M-5,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,TOYOTA,SW4 Flex 4X2,2.7-16V,SR 5S,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,TOYOTA,SW4 Flex 4X2,2.7-16V,SR 7S,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,TOYOTA,SW4 Flex 4X2,2.7-16V,SRV,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE,VOLVO,XC40,2.0-16V,T4,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,VOLVO,XC40,2.0-16V,T4 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,VOLVO,XC40,2.0-16V,T4 Kinetic,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE,VOLVO,XC40,2.0-16V,T4 Momentum,A-8,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,MITSUBISHI,ASX,2.0-16V,AWD,CVT,S,E,F
UTILITÁRIO ESPORTIVO COMPACTO 4X4,RENAULT,Duster,2.0-16V,Dynamique (4x4),M-6,S,E-H,F
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUBARU,Impreza,2.0-16V,XV,CVT,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUBARU,XV,2.0-16V,2,CVT,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUZUKI,Vitara,1.4-16V,4SPORT ALLGRIP,A-6,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUZUKI,Vitara,1.4-16V,4STYLE ALLGRIP,A-6,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUZUKI,S-Cross,1.4-16V,4STYLE ALLGRIP,A-6,S,E,G
UTILITÁRIO ESPORTIVO COMPACTO 4X4,SUZUKI,S-Cross,1.4-16V,4STYLE-S ALLGRIP,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,AUDI,Q5,2.0-16V,-,DCT-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,AUDI,SQ5,3.0-24V,-,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,AUDI,Q7,3.0-24V,-,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,AUDI,Q7,3.0-24V,TDI,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,AUDI,Q8,3.0-24V,-,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X3,2.0-16V,xDrive 20i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X3,2.0-16V,xDrive 30i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X3,3.0-24V,M40i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X3,2.0-16V,xDrive 20i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X4,2.0-16V,xDrive30i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X4,3.0-24V,xDrive M40i,A-8,S,E-H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X6,4.4-32V,M,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,BMW,X6,3.0-24V,xDrive35i,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,CHEVROLET,Equinox (MY19),2.0T-16V,Premier Gasolina 4x4,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,HONDA,CR-V,1.5T-16V,TOURING,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,3.0-24V,340CV RSPORT,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,3.0-24V,380CV V6 FE,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,3.0-24V,380CV V6 S,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,20TD PRESTIGE,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 FIRSTED,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 S,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 S RDY,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 SE,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 SE RDY,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250 STD,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,3.0-24V,380CV V6 S,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,300CVG PREST,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,300CVG R SPT,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P300 HSE RDY,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P300 SE RDY,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,250CVG PURE,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,250CVG PREST,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,F-Pace,2.0-16V,250CVG RSPOR,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250F S,A-9,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250F S RDY,A-9,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250F SE,A-9,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250F SE RDY,A-9,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,JAGUAR,E-Pace,2.0-16V,P250F STD,A-9,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,JEEP,Compass,2.0-16V,LONGITUDE,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,JEEP,Compass,2.0-16V,LIMITED,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,JEEP,Compass,2.0-16V,NIGHT EAGLE,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,JEEP,Grand Cherokee,3.6-24V,LIMITED,A-8,S,H,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,JEEP,Grand Cherokee,3.0-24V,LIMITED,A-8,S,H,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,3.5-24V,3,5 EX4 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,3.5-24V,3,5 LX4 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,2.4-16V,2,4 EX3 G15,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,2.4-16V,2,4 EX3 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,2.4-16V,2,4 LX3 G15,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sorento,2.4-16V,2,4 LX3 G17,A-6,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sportage,2.0-16V,EX2 FFG4,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,KIA,Sportage,2.0-16V,LX2 FFG4,A-6,S,E,F
UTILITÁRIO ESPORTIVO GRANDE 4X4,LEXUS,RX350 4X4,3.5-24V,LUXURY,A-8,S,E,G
